EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
8821989368999990;122383672.9;34914468.89;67084079860000000;32380146810000000;-7584382208;129006374.5;6171496893999990;9269542961000000;16795442.08;26843078.35;-3086958348;520257341.6;1439672753.0;84613728.48;69037695.0;1
5080541159;12661745459999900;3774285593;2605953971;;-8112882528;9875622999;9716864141;17342869840000000;2828269692;4900971993;3024368647;25659695.43;;3706692337;2245562538;1
5490639637;13032256.22;24048366.99;1164112696;3574559809;8326854783;29669722.49;3243710537;;;-9049536371;-5865412108;34785497.4;29345009.75;28215843.94;30326035.38;1
;22848436.58;49254543.52;4470703518;2495939491;7854268708;68699851.42;1114553174;5198363791999990;15781545.27;5560736746;-1820799303;;;53932770.92;35017121.98;1
4675142364;7830975018999990;6228540464;;1124303037;-29988945710000000;9522907439;1208428231;8936273271;;1035744083;-1542281775;;44029170.73;7167788154;10350598.35;1
2998686882;27827729.74;11594573.8;;;-8302537990000000;25493792.44;6352831256;;8215812885;23205062.79;-4140127939;168069712.6;42135316.4;17605304.77;17258234.76;0
6703298331;24336559.15;28592107.71;1920261.69;4367128133;-1870638211;41293598.48;5077634002;19115595590000000;8455663821;4441925194;10319307779999900;321464761.1;;98481725.88;60921069.73;1
5876573031;1431590551;411364672;;1797789615;-14438360.36;;;6329460532;4343817065;4361542469;1184881626;51513209.67;;9162200.72;8888064661;1
27953710.85;108906445.6;25506320.76;11581899.12;2429270703;-11747343.06;;31385803860000000;18700192.92;14383222.52;26703149.08;;393172348.2;;64242742.58;52058561.88;1
4017404567;;4373470078;2589328177;3821237887;819455806;6679827272000000;140295454;17636458380000000;12789035459999900;3980320.44;;34892479.81;22380825.99;5956654848999990;6730579.58;1
2543667598;5828059131;3060975518;5539909111;6787847641;6844084756;5964036392000000;;1107633088;14407849619999900;-8511337139;-26646980319999900;17022070.68;18282036.35;2352715567;;1
3391105395;35750657.76;;4604390916;2544175369;8291275944;67668106.16;242256738;5022644071;4425515998;2387952923;-7166878009;99569314.36;141490543.9;19498093.87;19330179.08;1
4867970148;22121597.6;3776883358;9173147707;5347375444;;15328382.21;3684796128;6168459987;8610807728;21813046.96;;144873295.8;28260293.34;12882019.75;15512328.71;0
8008598028;30803571.06;5903450973999990;12124133.91;450071695;;51589852.08;5229163791;4646498669;1095415433;16520905.13;;110267513.8;;;11294498.45;0
1548991095;2148649831;2405443691;4515410548;5809341901;;;6459838371;1382697327;2780001845;-63765688610000000;-19518362769999900;15517798.9;;5282592501;10724459.18;1
27898452210000000;6087926617000000;9899502036000000;;37472623589999900;-10567472.62;3335809087;1008533877;4438184359;7083636541;4159696796;;91527904.24;30220807.62;10506822.73;16203154.35;1
;4996328575;2481238088;33643849299999900;24410555399999900;6177981666;9807990409;1362648027;8355372158;1000469302;-1236362381;-35629666339999900;;17661546.78;;;1
298943357;7051169534000000;5831925101;1576688924;;;7113434991;2065582342;;8782939019;-22832252.31;1209835405;5679860151000000;1600355679;9843341053;3706437.84;1
4034790688;9230951495;35485581710000000;2886888143;3238912185;-2243000123;5128820975;;1015766254;3933556061;;;13140177.96;9729455144;63240819120000000;7491740279;1
6380563789;5341513838;8001124806;9662439445;;5897402187999990;12176776.88;6592395127;2427296111;8754842359;-7709550625;;;86902759.69;5263598813999990;10017009.07;1
2541547476;22543573.46;39597182.61;5352308556;1499508415;6494239737000000;56608510.45;2192634957;18210132.05;;12034954.76;-7422526362000000;;154687621.7;33700421289999900;;1
3330845542;4847280757;;33833257260000000;7698745079;-9538814363;6371359913;887837303;2463738.42;6988990117000000;-2095320565;-723261895;17199834.7;33337653.59;;7777966261;1
532141392;14074089.77;6660853262;;10464108570000000;-8217116963;11544786.98;1156724372;1586258.97;1494083497;11948702.71;-3512210818;104907750.3;48537153.22;8314382387999990;10282531.08;0
4454870565;41145248.6;46990705.99;6245705118;2929452111;;63275656.48;5093683294;3722715105;15209060380000000;18882448.52;-6503428.67;313207876.5;1657440208.0;47034625.76;35703954.56;1
1123615642;5253660532;9694383712;1497738898;10073191529999900;-10243807.35;8366948602;5718735299;4934827524;3776208253;6463358716;8436990371;20722578.72;5724269165;1881424.8;7280505281;1
506616505;;3835984036;;2809288798;2161664517;;;6656395251;4784426398;-9846363194;;18491027.25;39189768.36;2626563529;;1
40210725930000000;32985696380000000;1324999998;2777472582;1409761881;-13420326.52;;;7324082182;15423853730000000;-3113704852;10034289820000000;22510482.4;7020822783;25638835730000000;5031766482;1
4548292081;7452549016;8077535761;;4755388364;35934114189999900;;6403086737000000;1848270179;16227650769999900;;;79639264.31;19909872.11;18056749.33;13470470.83;1
4326170362;15601902.72;11693479.89;4206051422;11392661909999900;;22132347.62;2259018859;20401047130000000;7893038079;12479864.53;-2682883828;171668265.0;48893705.4;18952286.1;13768570.07;1
1563194279;;2208551327;1451582428;1661909211;-8808526346;4627043598999990;;6087675931;5688885893999990;2659879137;-2055093678;48149774.17;;8947634962000000;5015567858;1
;9319206926;4277952231000000;2038026549;10195712459999900;1321774294;;2919182252;;2201064465;;;90892641.17;9971494893;;14408880.32;1
21849985209999900;2315931175;2340194321;1268623138;1210970733;;3717654972;9643329543;;;-4660558083;;58968249.4;30628627.67;60858760370000000;14929747.37;1
;5582852034;;1943185753;3004716892;10463979559999900;7931444312999990;;2677014124;7981655262;-21762509280000000;1162677094;105501441.8;;64777995.06;40552105.62;1
1381631783;3815059565;153996861;3706315626;5653362742;3412806652;398302037;;1674275437;5271994848;-76093255370000000;2181250378;6471374904;4526420603;1879344091;3003648.57;1
3423477225;;1832148041;19414936530000000;2114059127;3896037067;;7067240513;1006270.54;2077176736;-2677891909;;49561811.02;51166076.06;6139813347999990;6775259371;1
8313665162;40633166539999900;18061863.51;126371025;8938297415;6913889.93;13498852.65;5194982721;22154119069999900;24329065.22;-12731693.93;;;65896837.35;23066770.47;20154552.99;1
8914888505;37208571.58;;;1439605179;3896758671;47071973.73;6478467386;5005492.79;;19993155.19;-6416841777000000;;372791809.4;25002216.0;;1
;5355382081;5707913647999990;9922210531;1218846978;-14621920159999900;4130272361;2071226419;2368428.41;3037463.59;4949937547;-9477050634;79376906.81;32112733.86;9635508856;6841419746;1
1147002054;9645379777;8947664639;1536594639;1341584226;-9065791215;6925789916;;;7061525539;;-8961386744;102933621.2;14913963.49;;4655155606000000;1
;;11756770.37;4106029205;1476648299;5914516.05;15905580.44;6252610827;;5848554556;;-32339125719999900;70616681.76;96363498.27;12380583.61;11656356.74;1
4888787426;;3511892431;5722728039;2557412149;-5283368382;19339188600000000;;2010534176;2581613932;-8087085654;3753669889;8263274399;3242164012;8962193708;;1
2793222578;9264073804;;4918171262;1261710937;;17436874.61;1105856697;1901977994;;1092392598;-4902027223;77601477.84;107707368.2;8875262612;11469875.79;1
6272951837;1635703376;10016929990000000;2509585485;3629870247;-39295912210000000;1148594.43;1020973821;4926782579;8108804405;-4310433355;1062569908;;;11020295.06;9380490.09;1
2484106.08;37706918.57;31324851.32;32760073.94;6336351669;31308744910000000;65569825.28;6194378838;4449018367;207434103;17277170.24;-4136998474;457114550.6;746435743.6;39266969.79;33753362.73;1
13624391269999900;56249677.26;39150658.83;35297646960000000;1939972555;;116172255.3;7336188166;8454648246;1015872183;;-7035614632;486881915.2;351555449.9;25115707.52;27377608.93;1
4924449709;4522387.65;7356333746;;1725779762;8024218.8;15074446.21;1479170367;1973551261;1374658489;35751947589999900;-2145102558;51509979.29;35343229189999900;7683635.04;3885230.4;1
5687360046;21363663109999900;19643223.66;;1469810986;7168081822000000;4160329667;3636521088;;12501377.29;-1881550072;8806372146;115807531.8;7951217191000000;9061102776;10858185.07;1
;17549420.76;13739579.15;27584269439999900;3960638845;4385242941000000;24777370.37;4281408894;4083418263;25893945840000000;2033523364;269089526;178427104.3;236397953.7;56609404.99;;1
23482877630000000;11305025.67;8451239806;2568290192;29030592430000000;-7108372022000000;;2487415715;;1998389845;;1035346588;;12077103.2;12672754.37;17139041.94;1
1531387225;1402796.12;16880910990000000;;7035120417;29198690760000000;1182599645;1699548031;2881834068;2223457674;;1352524904;39127146.84;;;;1
3745035944;13401396.74;;9137403186;4669117036;5560687025;24102233.2;4297815801;;;18051915.31;-6854061714;124811171.7;31577829.88;2773212691;5956989469;1
2755680652;9304550073;1519387337;1726184568;1818090074;;5594431111;1625718428;;5640552.23;;8546266045;36386873.03;11646920.69;2188418954;3176338225;1
31290631580000000;15397900.99;34298430739999900;;1137384245;-2251174383;30425931.26;1681464189;1289233638;2580807.73;-39376765810000000;-409085424;57581407.46;93523739.65;34094461.77;29465081.44;1
9204026098;43094235.55;27418694.05;6627164346;2610510.96;-2724345602;;1891350.04;12847936.21;11245883.85;12238574.57;-3298343.76;220265160.0;480848900.6;;31114028.77;1
;5448070043;2244098;2956709625;2255907831;-13743911.06;249970317;4018057985;1799249522;3100054751;-8774914105;1208827389;6318063596;1067840553;3100497974;3271021628;1
2809727531;1473921303;4185189783;;;1684137237;11176677.28;;2439108222;1253614221;;-7322263578;;50313554.23;3590082548;1399177831;1
2549532601;85688483.82;16510478.77;30339447.54;2279933841;-5462758637;132892158.0;7586643796;12243227.58;7536048731;27342403.41;-4691633919;449889829.1;;65990718.84;34002757.33;1
3355615.84;33420587.37;7848706147000000;16640000.77;3094119961;;49110742.07;;;17003641819999900;17957470.42;-1721352701;286396565.2;90538021.79;23676720.75;21721495.92;1
2144483965;58403166.19;109187465.5;6142954363;;8699277542000000;124940360.2;1379902791;5505603294;;18153820.94;-6475874778;;173726796.2;;39793770.25;1
1095005801;7263289674;24348400690000000;8640696748;3456216337;-12349082.12;5734116312000000;;2569071574;177098006;18477650.15;-2173821185;105668442.3;43421741.23;;3822439.47;0
5311328961;48608785.34;41225536.84;;1251530419;7561792694;135468669.8;604181089;13349453.28;4026130003;15400993.31;-5914837427;;145571061.9;37109995.34;24405216.9;1
;3244820713;7897839161;1899636087;6776561189;-8309796937999990;9804087994;59334367920000000;1118394544;2715460727;13701402.62;;46506693.51;13118607.3;4619287754;4382852124;1
6701005707000000;4499532794;37074174589999900;3362724249;2352695266;;;5289281171;1567339779;38654681119999900;4321662092;;6324878779;2204844523;;;1
3160660717;21604899.23;1508590554;6077983606000000;9659362161;6789620151;29469023.09;2028272699;18177017130000000;3717261848;10078344.28;;;;17379831.01;13446432.35;1
23170883.51;51766714.97;39753375.53;19837792380000000;1834551485;-23530718619999900;67054891.61;;14547712.5;28538919.39;6726774768999990;-1842255708;197999783.7;320970288.0;29834638.46;38309404.49;1
15246642280000000;23488102.71;3408231185;6797922202;;-5969498941000000;22634096.78;2244686536;1829264689;2192059665;9296868533;8820688769;162573323.4;;48180620.16;39799316.44;1
18415928.34;;2418110766;1428128664;8820913723;-15155673.99;8401779493999990;1329170489;3246201865;12606729.41;16020691.6;8510449359;99576487.16;18758013.94;11794007.52;19415239.87;1
8305116747;1214166.95;4165578703;3166442841;2464184442;3021831952;4437850504;1287905222;5294492141;;-39661941010000000;8998955915;92615047.73;20675323.09;14577492.69;13351073.68;1
1707212358;34013742.17;6915482131;36994195.31;7123572396000000;-33227661760000000;43071057.98;;;4997349588;19285200.39;-19752678469999900;;276156681.9;32454782.69;;1
2665942714;;2485467883;3150643825;467288466;4954203535;3173887.41;;5165250223;7104666779;-4823485913;;12761565.86;15276517.73;6798947.5;10585713.72;1
6567765546;2606271188;3098313721;6413532908;9617030969;-3244563338;5130313935;6475805229;1088418899;1126081755;-3011487172;;31267013.11;20089004.78;2392326153;4184342916;1
;21879452.29;88812218.56;3339612536;1775383471;7128954406;61892149.55;7621137789;22121526.31;17936018.7;4334589516;-6860170528;192297889.5;;13596280.42;15445176.68;1
7051724361;;11780186.63;8339512.15;1078983179;1967768775;44115418.24;;6679851578;1067009108;;-7129187437999990;182971634.4;65822814.47;3149859972;10028521.15;1
862104997;;1034621334;20618519130000000;1755382936;-2592557794;14775345.44;3817631986;2352340911;4929139595;6249853232000000;-5617294244;;30389035.9;8022027572000000;12150665.05;1
3472452215;9363665.4;;;193018301;1578049717;15491770.43;2676212803;7535549006;3680848.28;;-2443263865;27344646.23;6764555342;7110764.42;;1
;9795882411;1866320299;8459601315;7602803553;4587409643;6799979317;5402730334;;1845379006;;4613006056;2085138257;;1671099352;;1
1425089738;20724686.8;;8708661401;1255237663;7883871319;48740702.59;5160454251;1645114.91;1075428862;17153455.52;-7017042905;;36010277.63;;13971621.96;1
;29971094.92;5247199557;;8958056757999990;-11209575.34;24198060.34;8126504446;6389200152000000;3066866.68;12371674.25;;;;5607369771000000;6127236482000000;0
9114441114;49663806.23;7731660399;16493182.7;3881063642;-9847187746;;20647094730000000;11753222.23;7329330399;16699386.36;-2536323797;206417860.9;500880149.2;29729737.03;26474106.19;1
1863383436;6740516.23;7619485432999990;7529168286;3880145902;;12602847.32;;4293954874;21223050330000000;;-2466613316;;19189408.13;6817164695;14592735.16;1
;42179226219999900;11243231.66;2554025182;1832580166;;15868789.25;9873586798;3712992759;3237251121;-2367628778;-5795073401000000;26452589.82;37758362.35;7297345181;9077891754;1
2068431564;26116195.05;23872540.34;8332641307;14640716409999900;;34418856.52;278228833;2301516895;7160109.75;6308917405;-8615979675;162914512.5;74009731.86;20843487.84;31891420.04;1
2449013482;;24189249.29;2507931733;2106979223;-1469783782;32347437.89;4631318919;2426815624;8178191251;11928621.47;-5475491555;266710445.0;148572462.8;35735639.59;34283280.68;1
2891015098;;9981121375;1493033119;1349738044;6778392977000000;;1102669435;25670974480000000;4922375586;-7456198767000000;-1762818436;36388046.77;46346268.39;7524993165;6677393775;1
1139987438;3267921355;15841786709999900;;7291697832;1794816915;;611999954;7761067487;;34544572260000000;-73189733270000000;15968096.62;134955746.5;1299844947;3687665437;1
7838721308;4163611692;1524048.47;679121558;;6417768.07;1226700521;;;935746673;-8145947.56;-9200060608;5341969745;4522960404;3597152137;4304455811000000;1
1522620462;;48276461389999900;1151287341;7100245274;6055191194;10038992.01;30239173039999900;1311327715;8250903738;-1239993594;-1745773095;65249519.67;;4215740508;4262291652;1
;14403288.47;9478664402;1494411078;169425232;-2920233252;22038266.16;7036289531;2553995665;7874844226;11837201.63;-1180081715;88498981.67;19062285.68;19317811.18;17452368.17;1
76958277639999900;58348630.18;28404194439999900;20430863.48;33901393989999900;;35780506.26;5872629567;;1227413588;;-8340612637;232861638.0;375379173.5;42002053.22;44253344.4;1
4085638696;3843909.03;17569990.73;55272999820000000;9094528554;7082032856000000;11214009.64;5581932492;2944028068;13866983.12;;-1393149281;;8334151876;8758361101;8138396998;1
4025676037;9637753104;13848108169999900;8240833148;4411344742;-11752899.74;4657260491;3306415461;2836235497;2552569972;12093919.15;-2861053627;177378872.6;96601130.28;;10949486.5;1
9040973944;54661256.2;12186315.62;;24447861859999900;;;571142.45;5461232098999990;1798526785;23604181.04;-2793522595;290269070.9;125076082.9;28075181.68;26048255.0;1
4740929308;;2005185322;4283932675;624396294;-5904627306;22617995.76;1420753386;2406172756;4854765904;22037546.93;-7777038415;85548315.02;92838455.46;17014184519999900;6250299174;0
9511121448;11845785.22;14618520.58;1849627796;;-2520374222;11718421.18;;2803486922;51592957530000000;;-4391017746;48751294.64;;12658900.58;14530601.78;1
281581025;5006733185;7677594311000000;496823435;9721282622;;1958838.92;2547906584;;2558228044;-2592949643;-1260803782;;1999544868;3079720922;;1
1444610842;18607541.79;15935531.23;3179153156;1291283896;15327318269999900;10475619.79;15514989009999900;12581788.67;3761101154;28668577.54;;147977220.5;107196219.4;9376099585;1102410457;0
